[Sat Jul 18 14:41:09 UTC 2026] axis1 child starting RUN_ID=adapt_ax1fv4q1v400s1_finger_seed5_ckpt500000 WM_RUN=ax1wm_finger_fv4q1v400s1_seed5 job=NA host=243a28687a6f
[Sat Jul 18 14:41:09 UTC 2026] env prepared: python=/workspace/conda_envs/dreamerv3/bin/python
python_executable=/workspace/conda_envs/dreamerv3/bin/python
[Sat Jul 18 14:41:09 UTC 2026] offline_fit WM_RUN=ax1wm_finger_fv4q1v400s1_seed5 REPLAY=/workspace/dreamerv3_runs/axis1_finger/q1v400/side1 UPDATES=500000 SEED=5
[Sat Jul 18 14:41:09 UTC 2026] fit flags: --agent.expl.mode apt  (arm=full size=default)
Logdir: /workspace/dreamerv3_runs/ax1wm_finger_fv4q1v400s1_seed5
Static replay: /workspace/dreamerv3_runs/axis1_finger/q1v400/side1
Observations
  reward           Space(float32, shape=(), low=-inf, high=inf)
  is_first         Space(bool, shape=(), low=False, high=True)
  is_last          Space(bool, shape=(), low=False, high=True)
  is_terminal      Space(bool, shape=(), low=False, high=True)
  position         Space(float32, shape=(4,), low=-inf, high=inf)
  velocity         Space(float32, shape=(3,), low=-inf, high=inf)
  touch            Space(float32, shape=(2,), low=-inf, high=inf)
  target_position  Space(float32, shape=(2,), low=-inf, high=inf)
  dist_to_target   Space(float32, shape=(), low=-inf, high=inf)
Actions
  action           Space(float32, shape=(2,), low=-1.0, high=1.0)
Extras
  consec           Space(int32, shape=(), low=-2147483648, high=2147483647)
  stepid           Space(uint8, shape=(20,), low=0, high=255)
  dyn/deter        Space(float32, shape=(512,), low=-inf, high=inf)
  dyn/stoch        Space(float32, shape=(32, 4), low=-inf, high=inf)
JAX devices (1): [cuda:0]
Policy devices: cuda:0
Train devices:  cuda:0
Initializing parameters...
/workspace/dreamerv3/embodied/jax/agent.py:112: DeprecationWarning: `with mesh:` context manager has been deprecated. Please use `with jax.set_mesh(mesh):` instead.
  with self.train_mesh:
Optimizer opt has 580,880 params:
       364,160 dyn
        66,111 val
        50,316 dec
        49,796 pol
        41,153 con
         9,344 enc
/workspace/conda_envs/dreamerv3/lib/python3.11/site-packages/optax/_src/linear_algebra.py:44: DeprecationWarning: optax.global_norm is deprecated in favor of optax.tree.norm
  warnings.warn(
Done initializing!
Compiling 1 checkpoint groups...
Largest checkpoint group: 0 GB
Compiling train and report...
/workspace/dreamerv3/embodied/jax/agent.py:187: DeprecationWarning: `with mesh:` context manager has been deprecated. Please use `with jax.set_mesh(mesh):` instead.
  with self.train_mesh:
/workspace/conda_envs/dreamerv3/lib/python3.11/site-packages/optax/_src/linear_algebra.py:44: DeprecationWarning: optax.global_norm is deprecated in favor of optax.tree.norm
  warnings.warn(
Train cost analysis:
No available
Report cost analysis:
No available
Done compiling!
Did not find any checkpoint.
Loaded static replay: 374800 sampling items (seq length 65).
  update     1/500000: wm_total=0.000  
  update    25/500000: wm_total=27.763  con=0.477  dist_to_target=0.570  dyn=7.918  position=2.639  rep=7.918  target_position=0.698  touch=1.107  velocity=6.436
  update   500/500000: wm_total=9.975  con=0.043  dist_to_target=0.046  dyn=3.058  position=0.883  rep=3.058  target_position=0.088  touch=0.792  velocity=2.007
  update   525/500000: wm_total=8.927  con=0.041  dist_to_target=0.045  dyn=2.856  position=0.993  rep=2.856  target_position=0.084  touch=0.582  velocity=1.471
  update   550/500000: wm_total=9.171  con=0.039  dist_to_target=0.044  dyn=2.962  position=0.827  rep=2.962  target_position=0.083  touch=0.650  velocity=1.604
  update   575/500000: wm_total=9.377  con=0.037  dist_to_target=0.047  dyn=2.963  position=0.601  rep=2.963  target_position=0.082  touch=0.701  velocity=1.983
  update   600/500000: wm_total=8.974  con=0.035  dist_to_target=0.041  dyn=2.973  position=0.719  rep=2.973  target_position=0.077  touch=0.660  velocity=1.495
  update   625/500000: wm_total=9.085  con=0.035  dist_to_target=0.045  dyn=2.978  position=0.835  rep=2.978  target_position=0.074  touch=0.597  velocity=1.541
  update   650/500000: wm_total=8.210  con=0.032  dist_to_target=0.039  dyn=2.808  position=0.624  rep=2.808  target_position=0.067  touch=0.545  velocity=1.287
  update   675/500000: wm_total=8.680  con=0.031  dist_to_target=0.033  dyn=2.878  position=0.578  rep=2.878  target_position=0.065  touch=0.699  velocity=1.517
  update   700/500000: wm_total=8.394  con=0.030  dist_to_target=0.035  dyn=2.892  position=0.575  rep=2.892  target_position=0.062  touch=0.541  velocity=1.365
  update   725/500000: wm_total=8.169  con=0.029  dist_to_target=0.033  dyn=2.815  position=0.650  rep=2.815  target_position=0.060  touch=0.524  velocity=1.245
  update   750/500000: wm_total=7.731  con=0.028  dist_to_target=0.026  dyn=2.687  position=0.663  rep=2.687  target_position=0.056  touch=0.488  velocity=1.096
  update   775/500000: wm_total=8.460  con=0.027  dist_to_target=0.023  dyn=2.821  position=0.427  rep=2.821  target_position=0.053  touch=0.681  velocity=1.605
  update   800/500000: wm_total=8.109  con=0.027  dist_to_target=0.027  dyn=2.798  position=0.503  rep=2.798  target_position=0.053  touch=0.556  velocity=1.346
  update   825/500000: wm_total=8.065  con=0.026  dist_to_target=0.023  dyn=2.823  position=0.430  rep=2.823  target_position=0.050  touch=0.602  velocity=1.289
  update   850/500000: wm_total=7.537  con=0.026  dist_to_target=0.027  dyn=2.714  position=0.289  rep=2.714  target_position=0.050  touch=0.524  velocity=1.193
  update   875/500000: wm_total=7.097  con=0.025  dist_to_target=0.023  dyn=2.583  position=0.502  rep=2.583  target_position=0.050  touch=0.526  velocity=0.806
  update   900/500000: wm_total=7.482  con=0.025  dist_to_target=0.020  dyn=2.706  position=0.527  rep=2.706  target_position=0.049  touch=0.468  velocity=0.980
  update   925/500000: wm_total=7.448  con=0.025  dist_to_target=0.022  dyn=2.654  position=0.441  rep=2.654  target_position=0.044  touch=0.540  velocity=1.067
  update   950/500000: wm_total=7.176  con=0.024  dist_to_target=0.017  dyn=2.693  position=0.335  rep=2.693  target_position=0.042  touch=0.463  velocity=0.908
  update   975/500000: wm_total=7.323  con=0.024  dist_to_target=0.021  dyn=2.658  position=0.358  rep=2.658  target_position=0.043  touch=0.449  velocity=1.111
  update  1000/500000: wm_total=6.582  con=0.024  dist_to_target=0.016  dyn=2.537  position=0.339  rep=2.537  target_position=0.041  touch=0.298  velocity=0.789
  update  1025/500000: wm_total=6.835  con=0.024  dist_to_target=0.020  dyn=2.574  position=0.430  rep=2.574  target_position=0.040  touch=0.335  velocity=0.838
  update  1050/500000: wm_total=6.972  con=0.023  dist_to_target=0.016  dyn=2.659  position=0.279  rep=2.659  target_position=0.041  touch=0.379  velocity=0.916
  update  1075/500000: wm_total=7.336  con=0.023  dist_to_target=0.018  dyn=2.780  position=0.240  rep=2.780  target_position=0.036  touch=0.430  velocity=1.028
  update  1100/500000: wm_total=7.326  con=0.023  dist_to_target=0.020  dyn=2.805  position=0.378  rep=2.805  target_position=0.037  touch=0.389  velocity=0.869
  update  1125/500000: wm_total=6.968  con=0.023  dist_to_target=0.019  dyn=2.748  position=0.309  rep=2.748  target_position=0.042  touch=0.350  velocity=0.730
  update  1150/500000: wm_total=7.279  con=0.022  dist_to_target=0.018  dyn=2.820  position=0.385  rep=2.820  target_position=0.037  touch=0.355  velocity=0.820
  update  1175/500000: wm_total=6.649  con=0.022  dist_to_target=0.016  dyn=2.676  position=0.263  rep=2.676  target_position=0.038  touch=0.244  velocity=0.714
  update  1200/500000: wm_total=8.432  con=0.022  dist_to_target=0.020  dyn=3.373  position=0.235  rep=3.373  target_position=0.041  touch=0.409  velocity=0.958
  update  1225/500000: wm_total=6.618  con=0.022  dist_to_target=0.015  dyn=2.686  position=0.180  rep=2.686  target_position=0.035  touch=0.301  velocity=0.693
  update  1250/500000: wm_total=7.431  con=0.022  dist_to_target=0.014  dyn=3.040  position=0.246  rep=3.040  target_position=0.038  touch=0.313  velocity=0.718
  update  1275/500000: wm_total=7.771  con=0.022  dist_to_target=0.020  dyn=3.218  position=0.194  rep=3.218  target_position=0.038  touch=0.341  velocity=0.720
  update  1300/500000: wm_total=7.364  con=0.022  dist_to_target=0.017  dyn=2.960  position=0.205  rep=2.960  target_position=0.038  touch=0.352  velocity=0.811
  update  1325/500000: wm_total=6.829  con=0.022  dist_to_target=0.018  dyn=2.835  position=0.180  rep=2.835  target_position=0.035  touch=0.269  velocity=0.636
  update  1350/500000: wm_total=7.604  con=0.022  dist_to_target=0.015  dyn=3.102  position=0.150  rep=3.102  target_position=0.035  touch=0.354  velocity=0.824
  update  1375/500000: wm_total=7.111  con=0.022  dist_to_target=0.016  dyn=2.921  position=0.219  rep=2.921  target_position=0.034  touch=0.255  velocity=0.723
  update  1400/500000: wm_total=6.335  con=0.022  dist_to_target=0.020  dyn=2.682  position=0.176  rep=2.682  target_position=0.033  touch=0.173  velocity=0.548
  update  1425/500000: wm_total=7.924  con=0.022  dist_to_target=0.014  dyn=3.310  position=0.170  rep=3.310  target_position=0.034  touch=0.293  velocity=0.773
  update  1450/500000: wm_total=7.466  con=0.022  dist_to_target=0.012  dyn=3.126  position=0.150  rep=3.126  target_position=0.032  touch=0.312  velocity=0.687
  update  1475/500000: wm_total=7.107  con=0.022  dist_to_target=0.014  dyn=2.989  position=0.160  rep=2.989  target_position=0.032  touch=0.240  velocity=0.662
  update  1500/500000: wm_total=6.202  con=0.021  dist_to_target=0.014  dyn=2.618  position=0.162  rep=2.618  target_position=0.031  touch=0.167  velocity=0.569
  update  1525/500000: wm_total=6.921  con=0.021  dist_to_target=0.011  dyn=2.961  position=0.109  rep=2.961  target_position=0.028  touch=0.227  velocity=0.601
  update  1550/500000: wm_total=6.105  con=0.021  dist_to_target=0.012  dyn=2.632  position=0.125  rep=2.632  target_position=0.032  touch=0.163  velocity=0.488
  update  1575/500000: wm_total=6.206  con=0.021  dist_to_target=0.012  dyn=2.676  position=0.114  rep=2.676  target_position=0.032  touch=0.195  velocity=0.481
  update  1600/500000: wm_total=7.349  con=0.021  dist_to_target=0.014  dyn=3.142  position=0.146  rep=3.142  target_position=0.034  touch=0.255  velocity=0.594
  update  1625/500000: wm_total=8.413  con=0.021  dist_to_target=0.013  dyn=3.613  position=0.111  rep=3.613  target_position=0.029  touch=0.333  velocity=0.680
  update  1650/500000: wm_total=6.452  con=0.021  dist_to_target=0.012  dyn=2.780  position=0.105  rep=2.780  target_position=0.028  touch=0.205  velocity=0.520
  update  1675/500000: wm_total=6.645  con=0.021  dist_to_target=0.012  dyn=2.844  position=0.121  rep=2.844  target_position=0.026  touch=0.201  velocity=0.575
  update  1700/500000: wm_total=6.760  con=0.021  dist_to_target=0.013  dyn=2.899  position=0.114  rep=2.899  target_position=0.030  touch=0.223  velocity=0.560
  update  1725/500000: wm_total=6.171  con=0.021  dist_to_target=0.013  dyn=2.679  position=0.119  rep=2.679  target_position=0.026  touch=0.165  velocity=0.471
  update  1750/500000: wm_total=6.164  con=0.021  dist_to_target=0.014  dyn=2.654  position=0.118  rep=2.654  target_position=0.027  touch=0.166  velocity=0.511
  update  1775/500000: wm_total=6.688  con=0.021  dist_to_target=0.014  dyn=2.917  position=0.094  rep=2.917  target_position=0.027  touch=0.179  velocity=0.518
  update  1800/500000: wm_total=6.679  con=0.021  dist_to_target=0.012  dyn=2.908  position=0.109  rep=2.908  target_position=0.026  touch=0.191  velocity=0.504
  update  1825/500000: wm_total=7.005  con=0.021  dist_to_target=0.010  dyn=3.022  position=0.083  rep=3.022  target_position=0.028  touch=0.238  velocity=0.582
  update  1850/500000: wm_total=8.003  con=0.021  dist_to_target=0.010  dyn=3.474  position=0.091  rep=3.474  target_position=0.029  touch=0.242  velocity=0.663
  update  1875/500000: wm_total=6.365  con=0.021  dist_to_target=0.009  dyn=2.794  position=0.103  rep=2.794  target_position=0.027  touch=0.161  velocity=0.457
  update  1900/500000: wm_total=6.510  con=0.021  dist_to_target=0.010  dyn=2.875  position=0.082  rep=2.875  target_position=0.025  touch=0.192  velocity=0.431
  update  1925/500000: wm_total=7.111  con=0.021  dist_to_target=0.012  dyn=3.142  position=0.084  rep=3.142  target_position=0.025  touch=0.225  velocity=0.460
  update  1950/500000: wm_total=6.266  con=0.021  dist_to_target=0.011  dyn=2.762  position=0.090  rep=2.762  target_position=0.025  touch=0.149  velocity=0.448
  update  1975/500000: wm_total=6.387  con=0.021  dist_to_target=0.009  dyn=2.767  position=0.085  rep=2.767  target_position=0.029  touch=0.166  velocity=0.544
  update  2000/500000: wm_total=6.847  con=0.021  dist_to_target=0.011  dyn=3.002  position=0.098  rep=3.002  target_position=0.025  touch=0.194  velocity=0.493
  update  2025/500000: wm_total=8.397  con=0.021  dist_to_target=0.012  dyn=3.693  position=0.088  rep=3.693  target_position=0.024  touch=0.270  velocity=0.596
  update  2050/500000: wm_total=5.969  con=0.021  dist_to_target=0.010  dyn=2.650  position=0.084  rep=2.650  target_position=0.023  touch=0.132  velocity=0.399
  update  2075/500000: wm_total=6.144  con=0.021  dist_to_target=0.008  dyn=2.709  position=0.088  rep=2.709  target_position=0.026  touch=0.140  velocity=0.442
  update  2100/500000: wm_total=8.059  con=0.021  dist_to_target=0.009  dyn=3.541  position=0.083  rep=3.541  target_position=0.027  touch=0.227  velocity=0.609
  update  2125/500000: wm_total=6.747  con=0.021  dist_to_target=0.012  dyn=2.995  position=0.089  rep=2.995  target_position=0.026  touch=0.165  velocity=0.444
  update  2150/500000: wm_total=6.919  con=0.021  dist_to_target=0.009  dyn=3.092  position=0.075  rep=3.092  target_position=0.025  touch=0.174  velocity=0.431
  update  2175/500000: wm_total=7.104  con=0.021  dist_to_target=0.011  dyn=3.174  position=0.073  rep=3.174  target_position=0.025  touch=0.198  velocity=0.428
  update  2200/500000: wm_total=7.218  con=0.021  dist_to_target=0.010  dyn=3.182  position=0.087  rep=3.182  target_position=0.025  touch=0.193  velocity=0.517
  update  2225/500000: wm_total=5.713  con=0.021  dist_to_target=0.012  dyn=2.537  position=0.081  rep=2.537  target_position=0.024  touch=0.137  velocity=0.366
  update  2250/500000: wm_total=6.605  con=0.021  dist_to_target=0.008  dyn=2.944  position=0.082  rep=2.944  target_position=0.024  touch=0.162  velocity=0.419
  update  2275/500000: wm_total=5.985  con=0.021  dist_to_target=0.009  dyn=2.663  position=0.086  rep=2.663  target_position=0.024  touch=0.131  velocity=0.389
  update  2300/500000: wm_total=7.047  con=0.021  dist_to_target=0.010  dyn=3.129  position=0.085  rep=3.129  target_position=0.026  touch=0.182  velocity=0.464
  update  2325/500000: wm_total=6.584  con=0.021  dist_to_target=0.009  dyn=2.940  position=0.080  rep=2.940  target_position=0.026  touch=0.162  velocity=0.406
  update  2350/500000: wm_total=7.036  con=0.021  dist_to_target=0.008  dyn=3.134  position=0.081  rep=3.134  target_position=0.027  touch=0.164  velocity=0.468
  update  2375/500000: wm_total=5.276  con=0.021  dist_to_target=0.008  dyn=2.371  position=0.058  rep=2.371  target_position=0.021  touch=0.117  velocity=0.310
  update  2400/500000: wm_total=7.182  con=0.021  dist_to_target=0.009  dyn=3.241  position=0.075  rep=3.241  target_position=0.022  touch=0.161  velocity=0.411
  update  2425/500000: wm_total=7.021  con=0.021  dist_to_target=0.007  dyn=3.149  position=0.078  rep=3.149  target_position=0.023  touch=0.171  velocity=0.423
  update  2450/500000: wm_total=6.171  con=0.021  dist_to_target=0.011  dyn=2.770  position=0.068  rep=2.770  target_position=0.024  touch=0.133  velocity=0.374
  update  2475/500000: wm_total=6.294  con=0.021  dist_to_target=0.009  dyn=2.808  position=0.069  rep=2.808  target_position=0.025  touch=0.140  velocity=0.414
  update  2500/500000: wm_total=5.803  con=0.021  dist_to_target=0.008  dyn=2.598  position=0.075  rep=2.598  target_position=0.024  touch=0.112  velocity=0.368
  update  2525/500000: wm_total=5.183  con=0.021  dist_to_target=0.010  dyn=2.316  position=0.074  rep=2.316  target_position=0.024  touch=0.089  velocity=0.332
  update  2550/500000: wm_total=5.650  con=0.021  dist_to_target=0.011  dyn=2.502  position=0.065  rep=2.502  target_position=0.023  touch=0.132  velocity=0.395
  update  2575/500000: wm_total=6.465  con=0.021  dist_to_target=0.007  dyn=2.902  position=0.056  rep=2.902  target_position=0.022  touch=0.152  velocity=0.402
  update  2600/500000: wm_total=5.698  con=0.021  dist_to_target=0.010  dyn=2.527  position=0.067  rep=2.527  target_position=0.023  touch=0.129  velocity=0.396
  update  2625/500000: wm_total=6.244  con=0.021  dist_to_target=0.008  dyn=2.822  position=0.058  rep=2.822  target_position=0.023  touch=0.130  velocity=0.362
  update  2650/500000: wm_total=6.529  con=0.021  dist_to_target=0.011  dyn=2.937  position=0.072  rep=2.937  target_position=0.027  touch=0.144  velocity=0.379
  update  2675/500000: wm_total=7.236  con=0.021  dist_to_target=0.006  dyn=3.265  position=0.073  rep=3.265  target_position=0.022  touch=0.152  velocity=0.433
  update  2700/500000: wm_total=6.876  con=0.021  dist_to_target=0.011  dyn=3.108  position=0.067  rep=3.108  target_position=0.021  touch=0.164  velocity=0.375
  update  2725/500000: wm_total=7.055  con=0.021  dist_to_target=0.010  dyn=3.200  position=0.060  rep=3.200  target_position=0.024  touch=0.170  velocity=0.371
  update  2750/500000: wm_total=5.013  con=0.021  dist_to_target=0.009  dyn=2.251  position=0.060  rep=2.251  target_position=0.023  touch=0.088  velocity=0.311
  update  2775/500000: wm_total=6.823  con=0.021  dist_to_target=0.007  dyn=3.089  position=0.056  rep=3.089  target_position=0.021  touch=0.167  velocity=0.373
  update  2800/500000: wm_total=7.480  con=0.021  dist_to_target=0.009  dyn=3.380  position=0.063  rep=3.380  target_position=0.022  touch=0.178  velocity=0.427
  update  2825/500000: wm_total=5.745  con=0.021  dist_to_target=0.010  dyn=2.607  position=0.052  rep=2.607  target_position=0.019  touch=0.128  velocity=0.301
  update  2850/500000: wm_total=5.712  con=0.021  dist_to_target=0.006  dyn=2.557  position=0.066  rep=2.557  target_position=0.021  touch=0.132  velocity=0.352
  update  2875/500000: wm_total=6.292  con=0.021  dist_to_target=0.007  dyn=2.850  position=0.052  rep=2.850  target_position=0.023  touch=0.142  velocity=0.346
  update  2900/500000: wm_total=5.321  con=0.021  dist_to_target=0.007  dyn=2.402  position=0.052  rep=2.402  target_position=0.023  touch=0.123  velocity=0.291
  update  2925/500000: wm_total=6.372  con=0.021  dist_to_target=0.007  dyn=2.882  position=0.061  rep=2.882  target_position=0.024  touch=0.147  velocity=0.351
  update  2950/500000: wm_total=5.653  con=0.021  dist_to_target=0.008  dyn=2.545  position=0.062  rep=2.545  target_position=0.022  touch=0.132  velocity=0.316
  update  2975/500000: wm_total=6.858  con=0.021  dist_to_target=0.007  dyn=3.115  position=0.058  rep=3.115  target_position=0.020  touch=0.151  velocity=0.371
  update  3000/500000: wm_total=5.682  con=0.021  dist_to_target=0.009  dyn=2.581  position=0.051  rep=2.581  target_position=0.020  touch=0.105  velocity=0.314
  update  3025/500000: wm_total=6.486  con=0.021  dist_to_target=0.007  dyn=2.954  position=0.062  rep=2.954  target_position=0.021  touch=0.132  velocity=0.335
  update  3050/500000: wm_total=6.255  con=0.021  dist_to_target=0.006  dyn=2.823  position=0.057  rep=2.823  target_position=0.021  touch=0.125  velocity=0.379
  update  3075/500000: wm_total=7.592  con=0.021  dist_to_target=0.007  dyn=3.449  position=0.055  rep=3.449  target_position=0.022  touch=0.174  velocity=0.415
  update  3100/500000: wm_total=5.425  con=0.021  dist_to_target=0.009  dyn=2.460  position=0.050  rep=2.460  target_position=0.021  touch=0.106  velocity=0.298
  update  3125/500000: wm_total=5.629  con=0.021  dist_to_target=0.006  dyn=2.541  position=0.056  rep=2.541  target_position=0.022  touch=0.112  velocity=0.333
  update  3150/500000: wm_total=5.822  con=0.021  dist_to_target=0.010  dyn=2.647  position=0.062  rep=2.647  target_position=0.019  touch=0.117  velocity=0.299
  update  3175/500000: wm_total=5.604  con=0.021  dist_to_target=0.009  dyn=2.541  position=0.046  rep=2.541  target_position=0.021  touch=0.122  velocity=0.305
  update  3200/500000: wm_total=5.182  con=0.021  dist_to_target=0.009  dyn=2.348  position=0.047  rep=2.348  target_position=0.021  touch=0.108  velocity=0.280
  update  3225/500000: wm_total=5.692  con=0.021  dist_to_target=0.009  dyn=2.588  position=0.055  rep=2.588  target_position=0.022  touch=0.106  velocity=0.304
  update  3250/500000: wm_total=5.152  con=0.021  dist_to_target=0.006  dyn=2.331  position=0.053  rep=2.331  target_position=0.020  touch=0.102  velocity=0.289
  update  3275/500000: wm_total=5.031  con=0.021  dist_to_target=0.009  dyn=2.272  position=0.052  rep=2.272  target_position=0.019  touch=0.105  velocity=0.281
  update  3300/500000: wm_total=5.599  con=0.020  dist_to_target=0.011  dyn=2.537  position=0.065  rep=2.537  target_position=0.023  touch=0.102  velocity=0.303
  update  3325/500000: wm_total=7.223  con=0.021  dist_to_target=0.008  dyn=3.289  position=0.052  rep=3.289  target_position=0.021  touch=0.159  velocity=0.385
  update  3350/500000: wm_total=5.791  con=0.021  dist_to_target=0.008  dyn=2.620  position=0.057  rep=2.620  target_position=0.021  touch=0.119  velocity=0.325
  update  3375/500000: wm_total=5.334  con=0.021  dist_to_target=0.008  dyn=2.381  position=0.069  rep=2.381  target_position=0.021  touch=0.115  velocity=0.340
  update  3400/500000: wm_total=6.941  con=0.021  dist_to_target=0.010  dyn=3.166  position=0.056  rep=3.166  target_position=0.021  touch=0.157  velocity=0.344
  update  3425/500000: wm_total=5.337  con=0.021  dist_to_target=0.007  dyn=2.426  position=0.048  rep=2.426  target_position=0.021  touch=0.099  velocity=0.290
  update  3450/500000: wm_total=5.005  con=0.021  dist_to_target=0.006  dyn=2.275  position=0.044  rep=2.275  target_position=0.021  touch=0.110  velocity=0.253
  update  3475/500000: wm_total=6.849  con=0.021  dist_to_target=0.011  dyn=3.120  position=0.050  rep=3.120  target_position=0.021  touch=0.147  velocity=0.359
